name,total.pop,white,black,hispanic,asian
"north carolina,union",201292,74.6,13.599999999999998,10.4,1.6
"north carolina,vance",45422,42.1,51.199999999999996,6.7,0.39999999999999997
"north carolina,wake",900993,62.2,23.2,9.8,5.4
"north carolina,warren",20972,38,53.900000000000006,3.2999999999999994,0.20000000000000004
"north carolina,washington",13228,45.29999999999999,51,3.5,0.3
"north carolina,watauga",51079,92.5,3.1,3.4,0.9
"north carolina,wayne",122623,55.6,33.7,9.9,1.2
"north carolina,wilkes",69340,88.8,5.4,5.4,0.4
"north carolina,wilson",81234,49.4,40.6,9.5,0.8
"north carolina,yadkin",38406,86,4.3,9.8,0.2
"north carolina,yancey",17818,93.5,1.8,4.6,0.2
"north dakota,adams",2343,96.7,1.4,0.9000000000000001,0.4
"north dakota,barnes",11066,95.8,2.2,1.1,0.5
"north dakota,benson",6660,43,1.4,1.2,0
"north dakota,billings",783,98.5,0.4000000000000001,0.5,0.5
"north dakota,bottineau",6429,94.3,2.2,1.3,0.20000000000000004
"north dakota,bowman",3151,96.4,0.6,2.5,0.1
"north dakota,burke",1968,96.1,0.8,1.9,0.7
"north dakota,burleigh",81308,92.3,2,1.2,0.5
"north dakota,cass",149778,90.5,4.2,2,2.4
"north dakota,cavalier",3993,97.4,0.9,0.6,0.2
"north dakota,dickey",5289,95.4,1.9000000000000001,1.9000000000000001,0.39999999999999997
"north dakota,divide",2071,96.9,1.1,1.4,0.3
"north dakota,dunn",3536,84.4,1.9,1.1,0.3
"north dakota,eddy",2385,94,1.2,2.2,0.3
"north dakota,emmons",3550,97.7,0.8,1,0.2
"north dakota,foster",3343,97.9,0.6,0.9000000000000001,0.1
"north dakota,golden valley",1680,96,1.4,2.1,0.1
"north dakota,grand forks",66861,88.6,4.4,2.9,1.9
"north dakota,grant",2394,97.1,1.3,0.3,0.1
"north dakota,griggs",2420,98.6,0.5,0.4,0.2
"north dakota,hettinger",2477,95.8,1.5,0.5,0
"north dakota,kidder",2435,95.6,0.7,2.9,0.9
"north dakota,la moure",NA,NA,NA,NA,NA
"north dakota,logan",1990,98.2,0.8,0.6,0.3
"north dakota,mchenry",5395,96.7,1,1.5,0.3
"north dakota,mcintosh",2809,97,0.9,1.4,0.4
"north dakota,mckenzie",6360,74.6,1.7,2.2,0.3
"north dakota,mclean",8962,90.5,1.6,1.2,0.1
"north dakota,mercer",8424,94.9,1.3,1.4,0.3
"north dakota,morton",27471,93,2.1,1.5,0.20000000000000004
"north dakota,mountrail",7673,64.3,2.8,3.7,0.2
"north dakota,nelson",3126,96.5,1.7,1.1,0.1
"north dakota,oliver",1846,96.5,0.8,1,0.2
"north dakota,pembina",7413,93.7,1.6,2.6,0.1
"north dakota,pierce",4357,93.7,1.2,1,0.1
"north dakota,ramsey",11451,87.2,2.9,1.2,0.4
"north dakota,ransom",5457,96.8,1.2,1.2,0.4
"north dakota,renville",2470,97.2,1.3,1,0.2
"north dakota,richland",16321,94.1,2,1.7,0.5
"north dakota,rolette",13937,20.1,2.3,1,0.1
"north dakota,sargent",3829,97.1,0.8,1.3,0.2
"north dakota,sheridan",1321,96.3,1.5,1.2,0.19999999999999998
"north dakota,sioux",4153,12.4,3,2,0.1
"north dakota,slope",727,97.20000000000002,0.3,1.6999999999999997,0
"north dakota,stark",24199,94.1,2.1,1.9,1.2
"north dakota,steele",1975,97,0.8,1,0.1
"north dakota,stutsman",21100,94.8,1.9,1.7,0.5
"north dakota,towner",2246,96.4,0.8,0.4,0
"north dakota,traill",8121,94.7,1.7,2.6,0.3
"north dakota,walsh",11119,88.4,1.6,8.7,0.3
"north dakota,ward",61675,88.7,5.2,3,0.9
"north dakota,wells",4207,98.5,0.6,0.5,0.1
"north dakota,williams",22398,90.9,3.2,1.9,0.4
"ohio,adams",28550,97.1,1.6,0.9,0.1
"ohio,allen",106331,82.5,14.5,2.4,0.7
"ohio,ashland",53139,96.6,1.7,0.9,0.5
"ohio,ashtabula",101497,90.8,5.6,3.4,0.4
"ohio,athens",64757,90.8,4.9,1.5,2.7
"ohio,auglaize",45949,97.1,1.2,1.2,0.4
"ohio,belmont",70400,93.6,5.3,0.6,0.4
"ohio,brown",44846,97.2,1.8,0.6,0.2
"ohio,butler",368130,84.3,9.5,4,2.4
"ohio,carroll",28836,97.3,1.6000000000000003,0.8000000000000002,0.20000000000000004
"ohio,champaign",40097,94.1,4.1,1.1,0.4
"ohio,clark",138333,85.3,11.3,2.8,0.6
"ohio,clermont",197363,94.90000000000002,2.5,1.5,1
"ohio,clinton",42040,93.9,4.1,1.3,0.5
"ohio,columbiana",107841,94.9,3.5,1.2,0.3
"ohio,coshocton",36901,96.6,2.2,0.8,0.3
"ohio,crawford",43784,96.4,2,1.2,0.4
"ohio,cuyahoga",1280122,61.4,31.8,4.8,2.6
"ohio,darke",52959,97,1.4,1.2,0.3
"ohio,defiance",39037,88,3.8000000000000003,8.7,0.3
"ohio,delaware",174214,88.4,5.2,2.1,4.3
"ohio,erie",77079,84.9,11.4,3.4,0.6
"ohio,fairfield",146156,89.2,7.900000000000001,1.7,1.1
"ohio,fayette",29030,93.8,3.8,1.8,0.5
"ohio,franklin",1163414,67.3,24.2,4.8,3.8999999999999995
"ohio,fulton",42698,90.3,1.9,7.799999999999999,0.4
"ohio,gallia",30934,94.2,4.2,0.9,0.5
"ohio,geauga",93389,96.10000000000001,2.1,1.1,0.6
"ohio,greene",161573,85.1,9.8,2.1,2.9
"ohio,guernsey",40087,95.5,3.3000000000000003,0.9,0.3
"ohio,hamilton",802374,67.6,27.8,2.6,2
"ohio,hancock",74782,90.8,3.3,4.5,1.7
"ohio,hardin",32058,96,2.1,1.3,0.6
"ohio,harrison",15864,95.6,3.7,0.5,0.1
"ohio,henry",28215,91.7,1.7,6.6,0.4
"ohio,highland",43589,96,2.9,0.7,0.20000000000000004
"ohio,hocking",29380,97,1.9,0.7,0.2
"ohio,holmes",42366,98.2,0.8,0.8,0.1
"ohio,huron",59626,91.7,2.6,5.6,0.3
"ohio,jackson",33225,96.6,1.9,0.8,0.3
"ohio,jefferson",69709,91.1,7.3,1.1,0.4
"ohio,knox",60921,96,2,1.2,0.6
"ohio,lake",230041,90.9,4.7,3.4,1.1
"ohio,lawrence",62450,95.4,3.4,0.7,0.4
"ohio,licking",166492,92.4,5.3,1.4,0.7
"ohio,logan",45858,94.6,3.5,1.2,0.5
"ohio,lorain",301356,80.2,11.5,8.4,0.9
"ohio,lucas",441815,71,22.1,6.1,1.5
"ohio,madison",43435,89.8,8.1,1.4,0.5
"ohio,mahoning",238823,77.6,17.7,4.7,0.7
"ohio,marion",66501,89.8,7.4,2.3,0.5
"ohio,medina",172332,95,2.4,1.6,1
"ohio,meigs",23770,97.1,2,0.5,0.2
"ohio,mercer",40814,96.7,1.2,1.5,0.4
"ohio,miami",102506,93.6,3.8,1.3000000000000003,1.2
"ohio,monroe",14642,97.8,1.6,0.4,0.1
"ohio,montgomery",535153,72.7,23.3,2.3,1.7
"ohio,morgan",15054,92.8,6.1,0.6,0.1
"ohio,morrow",34827,97,1.7,1.1,0.3
"ohio,muskingum",86074,92.5,6.2,0.7999999999999999,0.3
"ohio,noble",14645,95.8,3.3,0.4,0.1
"ohio,ottawa",41428,93.6,2.1,4.2,0.3
"ohio,paulding",19614,93.5,2.5,4.3,0.2
"ohio,perry",36058,97.5,1.6,0.5,0.1
"ohio,pickaway",55698,93.79999999999998,4.6,1.1,0.4
"ohio,pike",28709,96.2,2.5,0.7,0.2
"ohio,portage",161419,91.4,5.8,1.3,1.4
"ohio,preble",42270,97.2,1.6,0.6,0.4
"ohio,putnam",34499,93.5,1.2,5.5,0.2
"ohio,richland",124475,86.5,11.3,1.4,0.6
"ohio,ross",78064,90.2,8.3,1,0.4
"ohio,sandusky",60944,86.2,5.4,8.9,0.3
"ohio,scioto",79499,93.8,4.4,1.1,0.3
"ohio,seneca",56745,91.2,4.2,4.4,0.6
"ohio,shelby",49423,93.9,3.7,1.3,0.9000000000000001
"ohio,stark",375586,87.7,9.8,1.5999999999999999,0.7000000000000001
"ohio,summit",541781,79.7,16.5,1.6,2.2
"ohio,trumbull",210312,88.1,10.099999999999998,1.3000000000000003,0.5
"ohio,tuscarawas",92582,95.7,2,1.9,0.3
"ohio,union",52300,92.1,3.8,1.3,2.7
"ohio,van wert",28744,95.2,2.3,2.6,0.2
"ohio,vinton",13435,97.5,1.4,0.5,0.2
"ohio,warren",212693,89,4.8,2.2,3.9
"ohio,washington",61778,96,2.5,0.7,0.6
"ohio,wayne",114520,94.7,2.9,1.6,0.8
"ohio,williams",37642,93.7,2.2,3.6999999999999997,0.6
"ohio,wood",125488,90.1,4.1,4.5,1.5
"ohio,wyandot",22615,96.1,1.2,2.2,0.6
"oklahoma,adair",22683,42.1,10.8,5.3,0.6
"oklahoma,alfalfa",5642,87.3,6.2,4,0.2
"oklahoma,atoka",14182,72.8,10.8,2.9,0.4
"oklahoma,beaver",5636,76.5,3.8999999999999995,20.1,0.1
"oklahoma,beckham",22119,78.9,6.799999999999999,11.8,0.8
"oklahoma,blaine",11943,62.9,6.3999999999999995,24.099999999999998,0.19999999999999998
"oklahoma,bryan",42416,73.8,8.6,5,0.5
"oklahoma,caddo",29600,59.5,8.8,10.1,0.2
"oklahoma,canadian",115541,79.7,6.7,6.7,3
"oklahoma,carter",47557,72.5,13.299999999999999,5.3,1.1
"oklahoma,cherokee",46987,50.199999999999996,10.4,6.3,0.6
"oklahoma,choctaw",15205,63.7,17.5,2.8,0.3
"oklahoma,cimarron",2475,76.5,2.1,20.8,0.3
"oklahoma,cleveland",255755,75.7,9.8,7,3.8
"oklahoma,coal",5925,73.1,8.3,2.6,0.2
"oklahoma,comanche",124098,58.9,23.9,11.2,2.2
"oklahoma,cotton",6193,79.2,7.5,5.6,0.2
"oklahoma,craig",15029,65.6,11.5,2.5,0.7
"oklahoma,creek",69967,78.4,8.9,3.1,0.3
"oklahoma,custer",27469,73.4,6.9,13.900000000000002,1
"oklahoma,delaware",41487,65.9,8.2,3,1.3
"oklahoma,dewey",4810,86,3.5,4.8,0.7
"oklahoma,ellis",4151,90.6,1.9,6,0.2
"oklahoma,garfield",60580,80.5,6.5,8.8,1
"oklahoma,garvin",27576,79,7.5,6.2,0.4000000000000001
"oklahoma,grady",52431,83.6,6.8,4.6,0.4
"oklahoma,grant",4527,91.5,3.2,3.5,0.2
"oklahoma,greer",6239,78.4,10.6,9.8,0.20000000000000004
"oklahoma,harmon",2922,62.9,11.299999999999999,25.900000000000002,0.39999999999999997
"oklahoma,harper",3685,80.2,2.4,17.5,0.2
"oklahoma,haskell",12769,73.3,7.5,3.3,0.5
"oklahoma,hughes",14003,66.8,12,3.7999999999999994,0.20000000000000004
"oklahoma,jackson",26446,65.8,12.4,20.899999999999995,1.2
"oklahoma,jefferson",6472,80.6,5.3,8.5,0.3
"oklahoma,johnston",10957,71.7,9.9,3.8999999999999995,0.2
"oklahoma,kay",46562,77.6,7.1000000000000005,6.3999999999999995,0.5
"oklahoma,kingfisher",15034,80,4.3,13.4,0.3
"oklahoma,kiowa",9446,77.3,8.7,8.8,0.3
"oklahoma,latimer",11154,69.2,8.5,2.6,0.3
"oklahoma,le flore",50384,73.1,8,6.9,0.5
"oklahoma,lincoln",34273,84.6,6.9,2.4,0.2
"oklahoma,logan",41848,78.5,13.2,5.2,0.5
"oklahoma,love",9423,76.3,6.7,11.8,0.5
"oklahoma,mcclain",34506,81,6,7,0.4
"oklahoma,mccurtain",33151,65.8,14.9,4.7,0.3
"oklahoma,mcintosh",20252,69.4,10.3,1.8999999999999997,0.3
"oklahoma,major",7527,88.1,2.9,7.5,0.3
"oklahoma,marshall",15840,69.8,7.6,14,0.2
"oklahoma,mayes",41259,66.9,9.5,2.7,0.4000000000000001
"oklahoma,murray",13488,75.9,7.5,4.900000000000001,0.4000000000000001
"oklahoma,muskogee",70990,58.3,19.5,5.2,0.6
"oklahoma,noble",11561,83.3,5.9,2.6,0.4
"oklahoma,nowata",10536,67.8,11.3,2.3,0.10000000000000002
"oklahoma,okfuskee",12191,63.2,14.8,2.9,0.2
"oklahoma,oklahoma",718633,59.3,20.7,15.099999999999998,3
"oklahoma,okmulgee",40069,64.4,16.8,3.2,0.3
"oklahoma,osage",47472,64.7,18.5,2.9,0.3
"oklahoma,ottawa",31848,67.4,8.3,4.7,0.5
"oklahoma,pawnee",16577,79.7,6.9,2,0.3
"oklahoma,payne",77350,79.7,8.8,3.9,3.5
"oklahoma,pittsburg",45837,71.9,10.9,3.9,0.39999999999999997
"oklahoma,pontotoc",37492,69.3,9.6,4.1,0.7
"oklahoma,pottawatomie",69442,74.4,9.2,4.1,0.6
"oklahoma,pushmataha",11572,73.9,6.4,2.4,0.2
"oklahoma,roger mills",3647,87.3,2.7,4.5,0.3
"oklahoma,rogers",86905,73.7,9.1,3.7,1.1
"oklahoma,seminole",25482,67.2,11.7,3.5,0.3
"oklahoma,sequoyah",42391,65.2,11,3.4,0.5
"oklahoma,stephens",45048,82.5,6.700000000000001,6.200000000000001,0.5
"oklahoma,texas",20640,52.8,4.4,42,1.6
"oklahoma,tillman",7992,64.6,11.8,22.3,0.3
"oklahoma,tulsa",603403,65.2,16.5,11,2.3
"oklahoma,wagoner",73085,73.4,11.1,4.8,1.4
"oklahoma,washington",50976,75.9,8.5,5,1.1
"oklahoma,washita",11629,85.9,4.9,8.1,0.2
"oklahoma,woods",8878,86.6,6,4.8,0.9
"oklahoma,woodward",20081,82.8,4.2,10.6,0.6
"oregon,baker",16134,92.6,2.7,3.3,0.5
"oregon,benton",85579,83.6,4.5,6.3999999999999995,5.2
"oregon,clackamas",375992,84.5,4,7.7,3.7
"oregon,clatsop",37039,87.2,3.4,7.699999999999999,1.2
"oregon,columbia",49351,90.3,3.9,4,0.9
"oregon,coos",63043,87,4.7,5.4,1
"oregon,crook",20978,89.4,2.2,7,0.5
"oregon,curry",22364,88.7,4,5.4,0.7
"oregon,deschutes",157733,88.4,2.9,7.3999999999999995,0.9
"oregon,douglas",107667,89.5,3.5,4.7,1
"oregon,gilliam",1871,92.2,1.5,4.7,0.2
"oregon,grant",7445,93.4,2.5,2.8,0.3
"oregon,harney",7422,89.6,3.2,4,0.5
"oregon,hood river",22346,65.8,3.6,29.5,1.4
"oregon,jackson",203206,83.7,4.2,10.7,1.2
"oregon,jefferson",21720,61.8,4.4,19.3,0.4
"oregon,josephine",82713,88.6,3.7000000000000006,6.3,0.8000000000000002
"oregon,klamath",66380,81.1,4.8,10.4,0.9
"oregon,lake",7895,87.1,3.8,6.9,0.7
"oregon,lane",351715,84.7,5.1,7.4,2.4
"oregon,lincoln",46034,84.4,4.2,7.9,1.1
"oregon,linn",116672,87.1,3.7,7.8,1
"oregon,malheur",31313,63.6,4.1,31.5,1.7
"oregon,marion",315335,68.7,4.9,24.3,1.9
"oregon,morrow",11173,64.6,3.1,31.3,0.9
"oregon,multnomah",735334,72.1,10.2,10.9,6.5
"oregon,polk",75403,80.5,4.4,12.1,1.8999999999999997
"oregon,sherman",1765,91.6,2,5.6,0.2
"oregon,tillamook",25250,86.7,2.8,9,0.9
"oregon,umatilla",75889,69.4,3.9,23.9,0.9
"oregon,union",25748,90.9,2.8,3.9,0.8
"oregon,wallowa",7008,94.5,2.3,2.2,0.3
"oregon,wasco",25213,77.6,3,14.8,0.8
"oregon,washington",529710,69.7,6.1,15.7,8.6
"oregon,wheeler",1441,90.7,3.1,4.3,0.6
"oregon,yamhill",99193,79.1,4.2,14.7,1.5
"pennsylvania,adams",101407,90.6,2.9,6,0.7
"pennsylvania,allegheny",1223348,80.6,15.100000000000001,1.6,2.8
"pennsylvania,armstrong",68941,97.7,1.6,0.5,0.2
"pennsylvania,beaver",170539,90.4,8,1.2,0.4
"pennsylvania,bedford",49762,97.5,1.3,0.9,0.20000000000000004
"pennsylvania,berks",411442,76.9,7.4,16.4,1.3
"pennsylvania,blair",127089,95.6,2.9,1,0.6
"pennsylvania,bradford",62622,96.7,1.5,1.1,0.5
"pennsylvania,bucks",625249,86.9,5.2,4.3,3.7999999999999994
"pennsylvania,butler",183862,95.9,2,1.1,1
"pennsylvania,cambria",143679,93.3,4.9,1.4,0.5
"pennsylvania,cameron",5085,98,1.1,0.4,0.3
"pennsylvania,carbon",65249,93.7,2.7,3.3,0.5
"pennsylvania,centre",153990,87.9,4.5,2.4,5.2
"pennsylvania,chester",498886,82.1,7.9,6.5,3.9
"pennsylvania,clarion",39988,96.8,2,0.6,0.5
"pennsylvania,clearfield",81642,94.4,3.2,2.3,0.5
"pennsylvania,clinton",39238,95.9,2.4,1.1,0.5
"pennsylvania,columbia",67295,94.4,2.9,2,0.8
"pennsylvania,crawford",88765,95.7,2.9,0.9,0.5
"pennsylvania,cumberland",235406,89.4,5,2.7,3
"pennsylvania,dauphin",268100,69.9,21.1,7,3.2
"pennsylvania,delaware",558979,71.1,21.7,3,4.7
"pennsylvania,elk",31946,98.1,0.9,0.6,0.3
"pennsylvania,erie",280566,86.5,9.3,3.4,1.1
"pennsylvania,fayette",136606,92.9,6,0.8,0.3
"pennsylvania,forest",7716,75.8,18.6,5.4,0.2
"pennsylvania,franklin",149618,90.2,5,4.3,0.9000000000000001
"pennsylvania,fulton",14845,96.9,2.1,0.8,0.1
"pennsylvania,greene",38686,94.1,4.3,1.2,0.3
"pennsylvania,huntingdon",45913,91.9,6.1,1.6,0.4
"pennsylvania,indiana",88880,94.4,3.7,1.1,0.9
"pennsylvania,jefferson",45200,97.9,1.1,0.6,0.2
"pennsylvania,juniata",24636,95.7,1.6000000000000003,2.5,0.3
"pennsylvania,lackawanna",214437,89.70000000000002,4.1,5,1.6999999999999997
"pennsylvania,lancaster",519445,84.9,5.6,8.6,1.9
"pennsylvania,lawrence",91108,93.2,5.5,1,0.4
"pennsylvania,lebanon",133568,86.9,3.8,9.3,1.1
"pennsylvania,lehigh",349497,71.6,9,18.8,2.9
"pennsylvania,luzerne",320918,88.2,4.9,6.7,1
"pennsylvania,lycoming",116111,91.9,6.2,1.3,0.6
"pennsylvania,mckean",43450,94.5,3.3,1.7,0.4
"pennsylvania,mercer",116638,91,7.3,1.1,0.6
"pennsylvania,mifflin",46682,96.8,1.7,1.1,0.39999999999999997
"pennsylvania,monroe",169842,70.5,16,13.099999999999998,2.1
"pennsylvania,montgomery",799874,79,10.6,4.3,6.4
"pennsylvania,montour",18267,94.2,2.4,1.7999999999999998,1.7999999999999998
"pennsylvania,northampton",297735,81,7.3,10.5,2.4
"pennsylvania,northumberland",94528,94.3,3.1,2.4,0.4
"pennsylvania,perry",45969,96.6,1.7,1.3,0.4
"pennsylvania,philadelphia",1526006,36.9,46.2,12.3,6.299999999999999
"pennsylvania,pike",57369,82.9,7.9,9,1
"pennsylvania,potter",17457,97.4,1.2,1,0.3
"pennsylvania,schuylkill",148289,93.2,3.7,2.8,0.5
"pennsylvania,snyder",39702,96,1.9000000000000001,1.7,0.5
"pennsylvania,somerset",77742,95.5,3,1.1,0.3
"pennsylvania,sullivan",6428,94.7,3.3,1.4,0.3
"pennsylvania,susquehanna",43356,97.1,1.2,1.3,0.3
"pennsylvania,tioga",41981,96.6,1.8,1,0.4
"pennsylvania,union",44947,85.2,9,5.2,1.2
"pennsylvania,venango",54984,96.5,2.2,0.9,0.4
"pennsylvania,warren",41815,97.6,1.2,0.7,0.4
"pennsylvania,washington",207820,93.4,4.8,1.1,0.6
"pennsylvania,wayne",52822,92,4.2,3.4,0.5
"pennsylvania,westmoreland",365169,94.79999999999998,3.6000000000000005,0.9000000000000001,0.7
"pennsylvania,wyoming",28276,96.40000000000002,1.7,1.5,0.3
"pennsylvania,york",434972,86.2,7.6,5.6,1.2
"rhode island,bristol",49875,94.3,2.3,2,1.4
"rhode island,kent",166158,91.6,3.3000000000000003,3.1999999999999997,2
"rhode island,newport",82888,87.9,6.400000000000001,4.2,1.6000000000000003
"rhode island,providence",626667,66.1,12.6,18.8,3.6999999999999997
"rhode island,washington",126979,92.4,3,2.4,1.6
"south carolina,abbeville",25417,69.1,29.4,1,0.3
"south carolina,aiken",160099,67.8,26.5,4.9,0.8
"south carolina,allendale",10419,23.1,74.5,2.3,0.4
"south carolina,anderson",187126,78.8,17.6,2.9,0.8
"south carolina,bamberg",15987,35.6,62.5,1.6,0.4
"south carolina,barnwell",22621,51.800000000000004,45.7,1.8,0.6
"south carolina,beaufort",162233,66.1,21.3,12.1,1.2
"south carolina,berkeley",177843,63.9,27.7,6,2.3
"south carolina,calhoun",15175,53.1,43.7,3,0.2
"south carolina,charleston",350209,62,31.300000000000004,5.4,1.3
"south carolina,cherokee",55342,74,21.8,3.7000000000000006,0.6
"south carolina,chester",33140,59.1,38.9,1.4,0.3
"south carolina,chesterfield",46734,61.6,34.3,3.6,0.4
"south carolina,clarendon",34971,46.2,50.9,2.6,0.6
"south carolina,colleton",38892,55.9,40.5,2.8,0.3
"south carolina,darlington",68681,55.3,42.7,1.7,0.3
"south carolina,dillon",32062,47.3,47.7,2.6,0.2
"south carolina,dorchester",136555,65.5,28.5,4.4,1.5
"south carolina,edgefield",26985,56.3,38.5,5.2,0.4
"south carolina,fairfield",23956,38,60.199999999999996,1.5999999999999999,0.19999999999999998
"south carolina,florence",136885,54.1,42.4,2.2,1.2
"south carolina,georgetown",60158,62,34.5,3.1,0.5
"south carolina,greenville",451225,70.3,19.9,8.1,2
"south carolina,greenwood",69661,61.3,32.5,5.4,0.8
"south carolina,hampton",21090,41.2,55.1,3.5,0.5
"south carolina,horry",269291,77.3,15.4,6.2,1
"south carolina,jasper",24777,37.4,47.5,15.1,0.7
"south carolina,kershaw",61697,69.7,26.2,3.7,0.5
"south carolina,lancaster",76652,69.8,25.1,4.4,0.6
"south carolina,laurens",66537,69,26.7,4.1,0.3
"south carolina,lee",19220,32.9,65.2,1.7,0.3
"south carolina,lexington",262391,77,16.2,5.5,1.4
"south carolina,mccormick",10233,48.3,50.6,0.8,0.3
"south carolina,marion",33062,40,57.1,2.4,0.5
"south carolina,marlboro",28933,40.3,52.7,2.8,0.3
"south carolina,newberry",37508,60.5,32.2,7.200000000000001,0.3
"south carolina,oconee",74273,85.9,9.1,4.5,0.6
"south carolina,orangeburg",92501,33.7,63.39999999999999,1.9,0.8
"south carolina,pickens",119224,87.2,8.1,3.1,1.6
"south carolina,richland",384504,45.3,48.10000000000001,4.8,2.2
"south carolina,saluda",19875,58.1,27.7,14.4,0.2
"south carolina,spartanburg",284307,70.1,22.3,5.9,2
"south carolina,sumter",107456,46.89999999999999,48.8,3.3,1.1
"south carolina,union",28961,66.1,32.5,1,0.3
"south carolina,williamsburg",34423,31.199999999999996,66.5,2,0.4
"south carolina,york",226073,72.7,20.899999999999995,4.5,1.5
"south dakota,aurora",2710,93.4,0.9,3.7,0.7
"south dakota,beadle",17398,85.8,2.5,7.7,3.6
"south dakota,bennett",3431,33.3,4.1,2,0.4
"south dakota,bon homme",7070,88.9,2.3,1.8,0.1
"south dakota,brookings",31965,92.3,2.2,2,2.7
"south dakota,brown",36531,92.6,2.3,1.4,1
"south dakota,brule",5255,87.8,2.7,1.4,0.2
"south dakota,buffalo",1912,14.8,1.1,1.8,0.1
"south dakota,butte",10110,92.6,2.8,3,0.2
"south dakota,campbell",1466,97.5,0.9,1.4000000000000001,0.3
"south dakota,charles mix",9129,64.6,2.8,1.7,0.2
"south dakota,clark",3691,97.4,1,1.7,0.1
"south dakota,clay",13864,90,3.6,2,1.7
"south dakota,codington",27227,94.6,1.6,1.6,0.4
"south dakota,corson",4050,29.7,2.7,2.6,0.3
"south dakota,custer",8216,92.8,2.2,2.2,0.4
"south dakota,davison",19504,93.8,2,1.5,0.5
"south dakota,day",5710,87.6,1.9,1.1,0.2
"south dakota,deuel",4364,96.7,1.2,2,0.1
"south dakota,dewey",5301,20.9,3.7,1.8000000000000003,0.2
"south dakota,douglas",3002,96.3,1.2,0.7999999999999999,0.09999999999999999
"south dakota,edmunds",4071,97,1.1,1.4,0.1
"south dakota,fall river",7094,87.40000000000002,3.6,2.2,0.4000000000000001
"south dakota,faulk",2364,98.3,0.8,0.8,0.1
"south dakota,grant",7356,96.1,1,2.3,0.3
"south dakota,gregory",4271,89.4,2.4,0.9,0.3
"south dakota,haakon",1937,94.1,2.7,0.9,0.4
"south dakota,hamlin",5903,96.2,1,2.5,0.2
"south dakota,hand",3431,98.2,0.9,0.6,0.3
"south dakota,hanson",3331,98.4,0.5,0.5,0.3
"south dakota,harding",1255,95.4,1.8,1.6,0.1
"south dakota,hughes",17022,85,2.8,1.8,0.5
"south dakota,hutchinson",7343,96.6,1.3,1.6,0.2
"south dakota,hyde",1420,88.9,2,1.1,0.2
"south dakota,jackson",3031,42.6,5,1.3,0
"south dakota,jerauld",2071,94.6,0.8,4.1,0.2
"south dakota,jones",1006,94.3,2,1.3,0
"south dakota,kingsbury",5148,96.9,1,1.4,0.3
"south dakota,lake",11200,95.6,1.6,1.6,0.7
"south dakota,lawrence",24097,92.7,2.4,2.5,0.7
"south dakota,lincoln",44828,95.29999999999998,2.1,1.2,1
"south dakota,lyman",3755,58.1,3,1.1,0.3
"south dakota,mccook",5618,97,0.8,1.8,0.1
"south dakota,mcpherson",2459,97.8,1.3,1,0.2
"south dakota,marshall",4656,84.6,1.2,6.8,0.2
"south dakota,meade",25434,90.20000000000002,4.1,3,0.6
"south dakota,mellette",2048,39.3,5.7,1.5,0.2
"south dakota,miner",2389,97.1,1,1.3,0.4
"south dakota,minnehaha",169468,86.2,6.1,4.1,1.5
"south dakota,moody",6486,80.6,3.2,1.6999999999999997,1.1
"south dakota,pennington",100948,81.7,4.9,4,1
"south dakota,perkins",2982,96.7,1.2,0.7000000000000001,0.09999999999999999
"south dakota,potter",2329,97,1,0.7,0.3
"south dakota,roberts",10149,61.5,3.2,1.2,0.2
"south dakota,sanborn",2355,97.5,1.1,1.2,0.2
"south dakota,shannon",13586,2.8,0.9,2.2,0.1
"south dakota,spink",6415,96.6,1.1,1.1,0.1
"south dakota,stanley",2966,89.5,3.1,0.7,0.1
"south dakota,sully",1373,96.4,2.3,0.9,0
"south dakota,todd",9612,9.5,1.9,2.4,0.2
"south dakota,tripp",5644,82.8,2.5,1.1,0.19999999999999998
"south dakota,turner",8347,96.8,1.2,1.3,0.2
"south dakota,union",14399,94.5,2.3,2.1,0.9
"south dakota,walworth",5438,82.2,2.7,0.7,0.20000000000000004
"south dakota,yankton",22438,91.6,3,2.7,0.5
"south dakota,ziebach",2801,21.7,3.2,3.1,0.1
"tennessee,anderson",75129,90.7,5.7,2.4,1.1
"tennessee,bedford",45058,78.5,10,11.3,0.8
"tennessee,benton",16489,94.4,3.3,1.8,0.4
"tennessee,bledsoe",12876,92.7,4.9,2,0.1
"tennessee,blount",123010,92.1,4.3,2.8,0.7
"tennessee,bradley",98963,88.5,6,4.7,0.8
"tennessee,campbell",40716,97,1.4,1.2,0.3
"tennessee,cannon",13801,95.6,2.5,1.5,0.1
"tennessee,carroll",28522,85.7,11.7,2.1,0.2
"tennessee,carter",57424,95.5,2.5,1.5,0.3
"tennessee,cheatham",39105,94.4,2.7,2.3,0.4
"tennessee,chester",17131,86.6,10.7,2,0.4
"tennessee,claiborne",32213,96.4,2,0.8,0.5
"tennessee,clay",7861,95.7,2.5,1.6,0.1
"tennessee,cocke",35662,94.2,3.6,1.8,0.3
"tennessee,coffee",52796,90,5.3,3.8,0.9
"tennessee,crockett",14586,77.1,14.1,8.7,0.2
"tennessee,cumberland",56053,95.79999999999998,1.3000000000000003,2.3,0.4
"tennessee,davidson",626681,57.4,30.2,9.8,3
"tennessee,decatur",11757,93.1,4.1,2.6,0.2
"tennessee,de kalb",NA,NA,NA,NA,NA
"tennessee,dickson",49666,90.4,6,3.2,0.5
